barcode,product_name,brand,verified_ingredients,flagged_additive_code,flagged_additive_name,functional_class,banned_in_jurisdiction,why_banned_abroad,india_fssai_status,legal_summary,risk_tier
5449000229861,Coca-Cola,Coca-Cola/Coke,"Carbonated water, sugar, colour (caramel e150d), phosphoric acid, natural flavourings including caffeine",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
38000228346,Disney Princess,Kellogg's,"Corn syrup, sugar, apple puree concentrate, modified food starch, water, gelatin. Contains 2% or less of citric acid, natural and artificial flavors, vitamin c (ascorbic acid), palm and coconut oil, carnauba wax, yellow 5, sodium citrate, red 40, blue 1",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
38000228346,Disney Princess,Kellogg's,"Corn syrup, sugar, apple puree concentrate, modified food starch, water, gelatin. Contains 2% or less of citric acid, natural and artificial flavors, vitamin c (ascorbic acid), palm and coconut oil, carnauba wax, yellow 5, sodium citrate, red 40, blue 1",INS 129 / E129,Allura Red AC (Red 40),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Red No. 40) | PERMITTED under positive list,"Experimental mouse studies show chronic Allura Red exposure can promote colonic inflammation via serotonin-mediated pathways; human data remain limited, but daily pediatric exposure warrants cautious evaluation alongside EU mandatory child-activity warning labels.",PERMITTED under FSSAI MPLs,"Authorised in EU, US, Canada, India. EU requires mandatory warning label for child activity and attention.",🔴 High Concern
38000228346,Disney Princess,Kellogg's,"Corn syrup, sugar, apple puree concentrate, modified food starch, water, gelatin. Contains 2% or less of citric acid, natural and artificial flavors, vitamin c (ascorbic acid), palm and coconut oil, carnauba wax, yellow 5, sodium citrate, red 40, blue 1",INS 133 / E133,Brilliant Blue FCF (Blue 1),Synthetic Triphenylmethane Dye,AUTHORISED (ADI 0-6 mg/kg bw/day) | PERMITTED (FD&C Blue No. 1) | PERMITTED under positive list,Triphenylmethane dyes such as Brilliant Blue FCF can cross the blood-brain barrier in animal models and have been studied for both hypersensitivity reactions and neuroprotective properties; FD&C Blue No. 1 demonstrates a strong safety profile among approved synthetic dyes at regulated dietary doses under ADI (0-6 mg/kg bw/day).,PERMITTED under FSSAI MPLs,"Authorised food color in EU, US, India, Japan with ADI (0-6 mg/kg bw/day). Historical member-state bans harmonised under EU law.",🔴 High Concern
3168930160687,Pepsi Max 7 x 33 cl + 1 Offerte,Diet Pepsi/Pepsi Zero,"Eau gazéifiée, colorant (caramel e150d), édulcorants (aspartame, acésulfame k), acidifiants (acide phosphorique, acide citrique), correcteur d'acidité (citrate de sodium), arômes (dont extraits végétaux et caféine). Contient une source de phénylalanine",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
4260261960260,Coca-Cola Cherry,Coca-Cola,"Wasser, Glukose-Fruktose-Sirup, Kohlensäure, Farbstoff E150d, Säuerungsmittel: Phosphorsäure E338, Aroma, Aroma Koffein",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
38000270888,Chocolatey Sweetened Rice Cereal,Kellogg's,"Rice, sugar, cocoa processed with alkali, hydrogenated vegetable oil (coconut, soybean and/or cottonseed), salt, malt flavor, artificial flavor",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
44000077334,Space Dunk,Oreo,"Sugar, unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), palm oil, soybean and/or canola oil, cocoa (processed with alkali), corn starch, high fructose corn syrup, corn syrup, baking soda, salt, soy lecithin, blue 1 lake, chocolate, natural and artificial flavor, blue 2 lake, red 40, red 3, carbon dioxide",INS 127 / E127,Erythrosine (Red 3),Synthetic Organoiodine Fluorone Dye,RESTRICTED (Cocktail & Candied Cherries only) | PHASING OUT IN FOODS (FDA 2024 Rule) | PERMITTED in specified categories,High-dose rat studies demonstrated thyroid follicular cell hypertrophy and adenoma risk due to iodine metabolic disruption.,PERMITTED under FSSAI MPLs,Banned in US cosmetics (1990); FDA phasing out food/drug uses (2024-2028). EU restricts almost exclusively to candied cherries.,🔴 High Concern
44000077334,Space Dunk,Oreo,"Sugar, unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), palm oil, soybean and/or canola oil, cocoa (processed with alkali), corn starch, high fructose corn syrup, corn syrup, baking soda, salt, soy lecithin, blue 1 lake, chocolate, natural and artificial flavor, blue 2 lake, red 40, red 3, carbon dioxide",INS 129 / E129,Allura Red AC (Red 40),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Red No. 40) | PERMITTED under positive list,"Experimental mouse studies show chronic Allura Red exposure can promote colonic inflammation via serotonin-mediated pathways; human data remain limited, but daily pediatric exposure warrants cautious evaluation alongside EU mandatory child-activity warning labels.",PERMITTED under FSSAI MPLs,"Authorised in EU, US, Canada, India. EU requires mandatory warning label for child activity and attention.",🔴 High Concern
44000077334,Space Dunk,Oreo,"Sugar, unbleached enriched flour (wheat flour, niacin, reduced iron, thiamine mononitrate [vitamin b1], riboflavin [vitamin b2], folic acid), palm oil, soybean and/or canola oil, cocoa (processed with alkali), corn starch, high fructose corn syrup, corn syrup, baking soda, salt, soy lecithin, blue 1 lake, chocolate, natural and artificial flavor, blue 2 lake, red 40, red 3, carbon dioxide",INS 133 / E133,Brilliant Blue FCF (Blue 1),Synthetic Triphenylmethane Dye,AUTHORISED (ADI 0-6 mg/kg bw/day) | PERMITTED (FD&C Blue No. 1) | PERMITTED under positive list,Triphenylmethane dyes such as Brilliant Blue FCF can cross the blood-brain barrier in animal models and have been studied for both hypersensitivity reactions and neuroprotective properties; FD&C Blue No. 1 demonstrates a strong safety profile among approved synthetic dyes at regulated dietary doses under ADI (0-6 mg/kg bw/day).,PERMITTED under FSSAI MPLs,"Authorised food color in EU, US, India, Japan with ADI (0-6 mg/kg bw/day). Historical member-state bans harmonised under EU law.",🔴 High Concern
38000251030,Chocolatey Dipped Flakes with Almonds,Kellogg's,"Whole grain wheat, rice, sugar, almonds, wheat bran, hydrogenated vegetable oil (palm kernel, coconut, soybean and/or cottonseed), contains 2% or less of brown sugar syrup, milk, salt, milled corn, cocoa processed with alkali, semisweet chocolate (sugar, chocolate, dextrose), cocoa, natural flavor, malt flavor, modified tapioca starch, iodized salt (salt, potassium iodate), shellac, soy lecithin, bht for freshness. Vitamins and minerals: calcium carbonate, reduced iron, vitamin c (ascorbic acid), niacinamide, vitamin e acetate",INS 321 / E321,BHT (Butylated Hydroxytoluene),Synthetic Phenolic Antioxidant,AUTHORISED (ADI 0.25 mg/kg bw/day) | GRAS for specified food uses | PERMITTED in specified categories,"High-dose rodent studies demonstrate hepatic enzyme induction, thyroid alterations, and blood coagulation interference. Avoidance in infant diets and low ADI form the basis for cautious evaluation.",PERMITTED under FSSAI MPLs,"Prohibited or avoided in infant food formulations in major jurisdictions; authorised in general foods with ADI (0.25 mg/kg bw/day) in EU, US, India, Japan.",🔴 High Concern
38000251030,Chocolatey Dipped Flakes with Almonds,Kellogg's,"Whole grain wheat, rice, sugar, almonds, wheat bran, hydrogenated vegetable oil (palm kernel, coconut, soybean and/or cottonseed), contains 2% or less of brown sugar syrup, milk, salt, milled corn, cocoa processed with alkali, semisweet chocolate (sugar, chocolate, dextrose), cocoa, natural flavor, malt flavor, modified tapioca starch, iodized salt (salt, potassium iodate), shellac, soy lecithin, bht for freshness. Vitamins and minerals: calcium carbonate, reduced iron, vitamin c (ascorbic acid), niacinamide, vitamin e acetate",PHO / Trans Fats,Hydrogenated / Partially Hydrogenated Vegetable Oils,Industrial Synthetic Trans Fat,CAPPED < 2g per 100g fat | PHO GRAS REVOCATION (Effectively Banned) | VOLUNTARY REDUCTION / LABELLING,"Industrial trans fats elevate systemic LDL cholesterol, lower protective HDL cholesterol, calcify arterial endothelium, and cause over 500,000 premature cardiovascular deaths annually worldwide.",TRANS FAT CAPPED < 2% of total fat (FSSAI),US FDA revoked GRAS status for PHOs (banned). WHO-led global elimination campaign; EU and FSSAI cap trans fats < 2% of total fat.,🟡 Moderate Concern
8851959127018,น้ำอัดลม ตราโค้ก (Thai Coca-Cola),Coca-Cola/โค้ก,"น้ำตาล 10%, กรดคาร์บอนิก (INS 290), สารให้สี (INS 150d), สารควบคุมความเป็นกรด (INS 338), แต่งกลิ่นธรรมชาติ",INS 150d / E150d,Caramel IV (Sulphite Ammonia Caramel),Chemically Processed Colorant,AUTHORISED with ADI 300 mg/kg bw/day | GRAS; CA Prop 65 Warning Thresholds | PERMITTED under positive list,"Ammonia processing generates trace 4-MEI (4-methylimidazole), a listed carcinogen under CA Prop 65 based on high-dose animal lung/hepatic tumor bioassays.",PERMITTED under FSSAI MPLs,Authorised colorant globally. Listed under California Prop 65 requiring warning labels if 4-MEI threshold is exceeded.,🟡 Moderate Concern
7613033902437,Maggi Saveur à l'Ancienne Velouté de Légumes au Comté A.O.C 81g,Maggi/Saveur à l'Ancienne,"Légumes 49%: pomme de terre 39%, poireau 3.1%, oignon 3%, carotte, navet, petits pois; farine de blé, lait écrémé en poudre, exhausteur de goût: glutamate monosodique; arômes (lait) dont arôme fromage, crème en poudre (lait), sel, comté a.o.c. 3.2% (lait), huile de tournesol, ail, persil, curcuma, laurier, thym, extraits naturels de carotte et de céleri; antioxydant: bha. Peut contenir des traces de: œuf, poisson, crustacés",INS 320 / E320,BHA (Butylated Hydroxyanisole),Synthetic Phenolic Antioxidant,AUTHORISED (ADI ≈1 mg/kg bw/day) | GRAS; CA Prop 65 Cancer Warning List | PERMITTED in specified categories,"Listed under CA Prop 65 based on high-dose rodent tumor data. Recognized in endocrine research as a potential estrogenic and thyroid disruptor. Regulators allow low doses under ADI, but daily exposure in children's snacks is flagged as High Concern.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Listed under California Prop 65 with mandatory cancer warning requirement.,🔴 High Concern
0079200370213,Nerds,Nestlé,"Sugars (dextrose, sugar, corn syrup), malic acid, natural flavours, carnauba wax, brilliant blue fcf, tartrazine, sunset yellow fcf. May contain: egg",INS 102 / E102,Tartrazine (Yellow 5),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 5) | PERMITTED under positive list,The 2007 Southampton study demonstrated that mixtures of synthetic azo dyes with benzoate triggers pediatric hyperactivity and neuro-attentional deficits. Can cause urticaria and bronchospasm in aspirin-sensitive individuals.,PERMITTED under FSSAI MPLs,Authorised globally with ADI. EU requires mandatory label warning: 'May have an adverse effect on activity and attention in children'.,🔴 High Concern
0079200370213,Nerds,Nestlé,"Sugars (dextrose, sugar, corn syrup), malic acid, natural flavours, carnauba wax, brilliant blue fcf, tartrazine, sunset yellow fcf. May contain: egg",INS 110 / E110,Sunset Yellow FCF (Yellow 6),Synthetic Petroleum Azo Dye,AUTHORISED; Mandatory Child Activity Warning | PERMITTED (FD&C Yellow No. 6) | PERMITTED under positive list,"Azo dye metabolism generates aromatic amines linked to pediatric neuro-hyperactivity, allergic rhinitis, hives, and gastric irritation in sensitive individuals.",PERMITTED under FSSAI MPLs,Authorised globally with ADI. Requires mandatory EU warning label for child activity and attention impairment.,🔴 High Concern
